carat,cut,color,clarity,depth,table,x,y,z,Expensive
0.43,Ideal,G,VVS2,61.9,55.0,4.84,4.86,3.0,0
0.58,Good,F,SI1,63.1,57.0,5.29,5.33,3.35,0
0.51,Ideal,E,VS2,61.8,57.0,5.15,5.14,3.18,0
0.41,Premium,G,VS2,61.8,58.0,4.77,4.75,2.94,0
0.91,Ideal,F,VS2,62.6,55.0,6.2,6.23,3.89,1
0.31,Premium,G,VVS1,60.2,59.0,4.38,4.43,2.65,0
1.03,Premium,D,VVS2,61.7,59.0,6.43,6.48,3.98,1
0.33,Ideal,G,SI2,60.2,57.0,4.5,4.47,2.7,0
0.35,Ideal,F,VS2,62.1,56.0,4.57,4.54,2.83,0
1.0,Fair,H,SI1,61.8,57.0,6.26,6.21,4.08,1
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,1
0.96,Good,H,VS1,63.9,54.0,6.27,6.22,3.99,1
0.3,Premium,F,VVS1,62.0,59.0,4.28,4.24,2.64,0
0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,0
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55,0
0.33,Ideal,F,VS2,62.1,55.0,4.47,4.45,2.77,0
1.22,Premium,D,VS2,59.4,59.0,6.99,6.92,4.13,1
1.06,Fair,G,SI2,65.3,62.0,6.33,6.25,4.11,1
1.1,Ideal,H,VS2,60.5,57.0,6.73,6.7,4.06,1
0.41,Ideal,F,VVS2,61.4,56.0,4.76,4.81,2.94,0
0.81,Premium,H,SI2,61.6,62.0,6.0,5.92,3.67,0
2.0,Premium,I,SI2,58.6,61.0,8.28,8.16,4.82,1
1.2,Ideal,I,I1,61.9,56.0,6.82,6.85,4.23,1
0.44,Ideal,F,SI2,61.7,54.0,4.9,4.92,3.03,0
0.37,Ideal,J,VS1,62.6,57.0,4.54,4.57,2.85,0
0.33,Ideal,D,VS2,62.5,55.0,4.41,4.45,2.77,0
0.37,Premium,D,VS1,60.2,60.0,4.63,4.68,2.8,0
0.5,Premium,F,SI2,59.9,60.0,5.22,5.16,3.11,0
0.61,Ideal,I,VVS1,61.9,56.0,5.41,5.45,3.36,0
0.71,Very Good,G,SI1,62.4,57.0,5.66,5.69,3.54,0
0.93,Very Good,D,I1,63.4,60.0,6.18,6.15,3.91,0
1.06,Premium,G,VS1,62.0,58.0,6.56,6.51,4.05,1
1.22,Ideal,F,SI2,61.7,54.9,6.84,6.9,4.24,1
0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,0
0.7,Good,E,VS1,58.7,60.0,5.79,5.83,3.41,1
0.32,Ideal,H,VS2,61.5,55.0,4.41,4.44,2.72,0
1.22,Premium,I,VS1,61.1,58.0,6.91,6.84,4.2,1
0.71,Ideal,E,VS2,61.3,56.0,5.76,5.79,3.54,1
1.04,Premium,F,SI1,59.8,59.0,6.61,6.56,3.94,1
0.41,Very Good,E,VVS2,63.1,58.0,4.75,4.72,2.99,0
1.0,Premium,G,VS2,60.1,57.0,6.42,6.35,3.84,1
1.51,Premium,G,SI1,59.6,60.0,7.47,7.43,4.44,1
2.2,Very Good,I,SI2,60.2,60.0,8.42,8.49,5.09,1
0.32,Premium,F,VVS2,61.8,59.0,4.42,4.38,2.72,0
0.7,Very Good,I,SI1,63.8,59.0,5.56,5.6,3.56,0
1.51,Very Good,F,VVS2,61.9,58.0,7.3,7.36,4.54,1
0.7,Premium,F,VVS1,63.0,60.0,5.62,5.59,3.53,1
0.4,Premium,D,SI2,60.0,58.0,4.8,4.84,2.89,0
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,1
0.41,Premium,G,VS2,61.8,59.0,4.76,4.72,2.93,0
0.4,Premium,D,SI1,60.3,62.0,4.75,4.7,2.85,0
1.0,Good,D,SI1,64.1,56.0,6.28,6.24,4.01,1
1.01,Very Good,I,SI1,62.0,58.0,6.43,6.47,4.0,1
0.51,Ideal,E,SI2,58.3,62.0,5.2,5.19,3.04,0
1.34,Ideal,H,IF,60.9,57.0,7.09,7.19,4.35,1
0.24,Very Good,F,VVS2,62.0,58.0,3.95,3.98,2.46,0
0.3,Premium,E,IF,61.0,59.0,4.29,4.33,2.63,0
0.7,Premium,E,VS1,60.3,58.0,5.7,5.74,3.45,0
1.08,Ideal,D,SI2,61.6,57.0,6.58,6.62,4.07,1
2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,1
2.07,Very Good,H,SI2,63.3,56.0,8.1,8.08,5.12,1
0.54,Very Good,E,VVS2,63.3,60.0,5.1,5.17,3.25,0
1.21,Premium,I,SI1,59.3,59.0,6.98,6.95,4.13,1
1.06,Ideal,H,SI2,62.5,57.1,6.46,6.5,4.05,1
0.78,Very Good,H,SI2,63.1,56.0,5.84,5.88,3.7,0
0.51,Ideal,G,VS2,61.9,55.0,5.07,5.1,3.15,0
0.76,Very Good,G,VS2,62.1,54.0,5.88,5.94,3.67,0
1.51,Very Good,H,VS2,62.4,55.6,7.28,7.33,4.56,1
0.98,Fair,F,SI2,61.6,66.0,6.46,6.24,3.92,0
0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,0
0.9,Very Good,E,SI1,63.2,54.0,6.1,6.17,3.88,1
0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,0
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49,1
1.24,Premium,E,I1,61.1,62.0,6.91,6.86,4.21,1
0.53,Ideal,E,VVS2,62.9,54.0,5.19,5.15,3.25,0
0.33,Ideal,I,IF,61.4,56.0,4.45,4.41,2.72,0
1.64,Good,I,SI1,57.9,61.0,7.78,7.74,4.49,1
0.78,Ideal,F,SI2,61.2,56.0,5.93,5.97,3.64,0
1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,1
0.3,Ideal,D,SI1,61.4,55.0,4.29,4.34,2.65,0
1.5,Premium,E,SI2,58.0,60.0,7.52,7.47,4.35,1
0.7,Premium,I,SI2,62.2,58.0,6.98,6.92,4.32,1
0.61,Very Good,E,SI1,63.3,60.0,5.36,5.29,3.37,0
0.34,Ideal,E,VVS2,62.3,57.0,4.44,4.48,2.78,0
0.31,Ideal,F,VVS1,61.8,56.0,4.33,4.37,2.69,0
0.81,Ideal,I,VS2,61.4,55.0,6.03,6.06,3.71,1
1.53,Premium,G,VS2,61.8,59.0,7.45,7.31,4.56,1
1.07,Ideal,G,VVS1,60.9,56.0,6.6,6.67,4.04,1
1.51,Ideal,G,SI2,60.8,57.0,7.39,7.44,4.51,1
0.9,Fair,H,SI2,65.6,58.0,6.05,5.95,3.95,1
0.72,Premium,E,SI2,59.3,60.0,5.88,5.85,3.48,0
1.02,Very Good,F,SI2,58.7,63.0,6.49,6.46,3.8,1
0.61,Ideal,J,VVS1,60.9,56.0,5.45,5.51,3.34,0
0.55,Ideal,G,IF,62.0,55.0,5.25,5.29,3.27,0
0.53,Ideal,G,VS1,62.1,57.0,5.18,5.16,3.21,0
0.3,Very Good,E,VVS2,61.4,60.0,4.25,4.28,2.62,0
1.03,Ideal,H,VS1,61.5,57.0,6.49,6.45,3.98,1
1.51,Good,J,VS2,63.7,59.0,7.12,7.2,4.56,1
1.23,Very Good,F,VVS2,62.4,58.0,6.74,6.89,4.26,1
1.1,Very Good,J,SI2,61.9,55.0,6.59,6.63,4.09,1
0.54,Ideal,I,SI1,62.4,55.0,5.19,5.23,3.25,0
0.23,Very Good,E,VVS2,61.1,62.0,3.92,3.94,2.4,0
0.38,Premium,H,VVS1,61.2,60.0,4.68,4.7,2.87,0
0.6,Premium,D,SI1,60.4,60.0,5.44,5.48,3.3,0
1.07,Premium,G,VS2,62.2,58.0,6.54,6.48,4.05,1
0.32,Ideal,G,VS1,62.3,55.0,4.41,4.39,2.74,0
0.73,Ideal,E,VS2,61.6,56.0,5.8,5.82,3.58,1
0.79,Very Good,D,SI2,59.7,58.0,6.0,6.07,3.6,0
0.41,Very Good,E,SI1,62.4,55.0,4.74,4.78,2.97,0
0.32,Ideal,F,VS2,61.3,57.0,4.37,4.4,2.69,0
0.32,Good,F,VS2,63.6,57.0,4.37,4.34,2.77,0
1.23,Ideal,H,SI1,63.0,56.0,6.83,6.79,4.29,1
1.15,Very Good,H,SI1,60.9,57.0,6.72,6.8,4.12,1
2.31,Premium,I,SI2,62.9,58.0,8.43,8.34,5.27,1
0.36,Ideal,E,VS2,61.9,56.0,4.59,4.56,2.83,0
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58,0
0.73,Ideal,I,VS2,60.8,56.0,5.82,5.85,3.55,1
0.3,Ideal,D,VS2,62.4,55.0,4.3,4.32,2.69,0
1.7,Very Good,D,SI2,60.8,59.0,7.76,7.83,4.75,1
1.0,Ideal,G,VVS2,59.8,54.0,6.58,6.54,3.92,1
0.3,Very Good,D,SI1,61.8,60.0,4.3,4.32,2.61,0
0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,0
0.42,Ideal,H,VVS1,61.3,56.0,4.83,4.86,2.97,0
0.32,Very Good,H,VS1,61.7,58.0,4.37,4.41,2.71,0
1.58,Ideal,J,VVS1,61.5,56.0,7.48,7.5,4.61,1
0.51,Ideal,G,SI1,63.2,58.0,5.05,5.08,3.2,0
0.26,Good,F,VVS2,60.4,61.0,4.13,4.18,2.51,0
0.35,Premium,G,VS1,61.5,58.0,4.5,4.54,2.78,0
0.5,Ideal,E,SI1,62.2,57.0,5.05,5.08,3.15,0
0.52,Ideal,D,VS1,60.4,56.0,5.24,5.26,3.17,0
1.51,Good,D,SI2,64.1,61.0,7.18,7.14,4.59,1
0.51,Ideal,F,VVS1,62.0,57.0,5.11,5.15,3.18,0
0.56,Ideal,D,SI1,62.3,57.0,5.24,5.26,3.27,0
0.49,Ideal,E,VS2,61.3,55.0,5.11,5.13,3.14,0
0.34,Ideal,E,VS1,62.0,57.0,4.44,4.49,2.77,0
0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,0
1.0,Very Good,D,VVS2,59.9,61.0,6.42,6.5,3.87,1
1.01,Premium,H,SI2,63.0,59.0,6.33,6.27,3.97,1
0.34,Very Good,G,SI1,63.4,57.0,4.45,4.42,2.81,0
1.73,Premium,F,SI2,62.4,60.0,7.6,7.55,4.73,1
1.09,Ideal,I,VS2,62.0,57.0,6.64,6.58,4.1,1
0.31,Premium,D,VS2,62.6,59.0,4.33,4.3,2.7,0
0.35,Ideal,F,VVS2,62.5,56.0,4.51,4.55,2.83,0
0.31,Very Good,G,VS1,63.1,59.0,4.29,4.27,2.7,0
0.7,Very Good,F,VVS2,60.2,59.0,5.27,5.3,3.18,0
0.74,Ideal,G,VVS2,62.2,57.0,5.75,5.79,3.59,1
0.3,Premium,D,SI1,62.0,60.0,4.29,4.26,2.65,0
1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,1
0.5,Good,E,SI2,63.7,55.0,5.03,5.08,3.22,0
0.5,Ideal,D,VS1,61.6,57.0,5.13,5.09,3.15,0
0.32,Ideal,D,VS2,59.8,57.0,4.51,4.46,2.68,0
0.31,Premium,E,VVS2,60.8,55.0,4.43,4.38,2.68,0
2.22,Premium,I,SI2,62.9,59.0,8.24,8.2,5.17,1
0.52,Very Good,E,VS2,60.9,57.0,5.17,5.2,3.16,0
1.0,Fair,E,SI2,67.0,53.0,6.19,6.13,4.13,1
1.25,Very Good,I,SI1,58.9,58.0,7.04,7.08,4.16,1
1.01,Premium,I,SI2,59.4,57.0,6.59,6.57,3.91,1
0.3,Ideal,I,VS1,62.5,57.0,4.29,4.32,2.69,0
1.01,Ideal,H,SI1,61.3,57.0,6.44,6.46,3.95,1
1.2,Ideal,J,SI1,61.9,57.0,6.8,6.87,4.23,1
1.27,Ideal,G,VS2,62.8,54.0,6.92,6.87,4.33,1
0.7,Very Good,E,SI2,61.1,62.0,5.68,5.72,3.48,0
0.43,Ideal,H,SI1,62.3,56.0,4.83,4.86,3.02,0
0.71,Ideal,I,SI1,62.0,54.0,5.72,5.75,3.55,0
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,1
0.33,Very Good,D,VS1,61.6,53.0,4.45,4.48,2.75,0
0.5,Premium,F,VS1,62.0,58.0,5.03,5.1,3.14,0
0.9,Good,D,VS2,65.8,58.0,5.99,6.01,3.95,1
1.5,Premium,G,SI2,61.7,55.0,7.39,7.32,4.54,1
0.33,Premium,I,VVS2,61.0,58.0,4.42,4.46,2.71,0
0.35,Ideal,D,VS2,61.8,56.0,4.55,4.51,2.8,0
1.14,Ideal,H,SI1,60.3,57.0,6.79,6.85,4.11,1
0.5,Premium,F,I1,61.9,58.0,5.15,5.05,3.15,0
0.3,Ideal,G,VVS1,62.0,58.0,4.28,4.3,2.66,0
0.52,Very Good,E,SI1,63.3,57.0,5.11,5.13,3.24,0
0.48,Premium,H,VS1,60.7,61.0,5.04,5.01,3.05,0
0.33,Ideal,E,VVS1,62.6,58.0,4.36,4.4,2.74,0
0.53,Ideal,D,SI2,61.4,56.0,5.22,5.24,3.21,0
0.37,Premium,H,VS2,61.8,61.0,4.67,4.64,2.77,0
0.95,Premium,I,VS2,62.9,57.0,6.24,6.19,3.91,1
1.2,Ideal,H,SI1,62.1,56.0,6.83,6.76,4.22,1
1.58,Very Good,G,VS2,59.6,58.0,7.59,7.69,4.55,1
0.93,Good,F,SI2,63.4,54.0,6.19,6.24,3.94,1
1.15,Very Good,H,SI2,63.7,56.0,6.63,6.66,4.23,1
1.01,Very Good,E,SI1,63.1,57.0,6.4,6.37,4.03,1
0.53,Very Good,F,VS2,62.7,57.0,5.1,5.14,3.21,0
0.77,Very Good,G,VVS1,62.7,54.0,5.84,5.89,3.67,1
0.53,Ideal,D,SI2,61.4,56.0,5.24,5.22,3.21,0
1.0,Premium,F,SI1,60.8,59.0,6.45,6.41,3.91,1
0.43,Ideal,G,VVS2,61.4,55.0,4.83,4.88,2.98,0
0.42,Very Good,G,VS2,60.1,61.0,4.79,4.86,2.9,0
0.78,Premium,E,VS2,61.8,57.0,5.91,5.85,3.68,0
1.41,Very Good,H,SI2,58.5,57.0,7.36,7.44,4.33,1
1.57,Ideal,J,SI1,62.0,56.0,7.5,7.46,4.64,1
1.19,Ideal,D,SI2,60.4,55.0,6.89,6.91,4.17,1
0.79,Very Good,I,SI1,61.8,60.0,5.92,5.96,3.67,0
1.0,Very Good,F,SI2,62.6,59.0,6.34,6.38,3.98,1
0.3,Premium,G,VVS2,62.6,58.0,4.28,4.25,2.67,0
0.9,Very Good,D,SI1,59.6,62.0,6.19,6.22,3.7,1
0.9,Very Good,E,SI1,63.1,60.0,6.18,6.14,3.89,1
0.41,Premium,E,VS2,62.1,58.0,4.75,4.78,2.96,0
0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,0
0.35,Very Good,I,VS2,62.6,54.0,4.5,4.53,2.82,0
0.73,Very Good,H,VS2,61.3,60.0,5.72,5.79,3.53,0
1.13,Good,F,SI2,64.0,58.0,6.58,6.52,4.19,1
0.34,Ideal,E,VS1,62.0,56.0,4.52,4.48,2.79,0
2.07,Premium,H,SI1,62.0,58.0,8.17,8.09,5.04,1
0.33,Ideal,F,VVS1,61.8,57.0,4.46,4.44,2.75,0
0.5,Very Good,E,VS1,60.0,60.0,5.13,5.2,3.1,0
0.7,Very Good,H,VS2,57.9,62.0,5.8,5.9,3.39,0
0.97,Ideal,H,SI2,61.6,55.0,6.37,6.32,3.91,1
1.41,Very Good,H,VS2,62.5,58.0,7.08,7.12,4.44,1
0.52,Very Good,G,VS1,59.1,60.0,5.24,5.19,3.08,0
0.37,Ideal,H,VVS1,62.3,56.0,4.56,4.59,2.85,0
0.36,Very Good,G,VS1,60.7,57.1,4.57,4.65,2.79,0
0.39,Good,G,IF,63.5,56.0,4.65,4.67,2.96,0
0.5,Fair,D,SI1,65.7,56.0,5.01,4.97,3.28,0
0.4,Ideal,G,VS1,62.2,56.0,4.74,4.72,2.94,0
0.32,Ideal,I,VS2,61.3,56.0,4.43,4.38,2.7,0
2.05,Ideal,J,VS1,61.4,59.0,8.16,8.13,5.0,1
0.71,Premium,D,VS1,59.2,59.0,5.9,5.85,3.48,1
0.32,Ideal,G,VVS1,61.7,56.0,4.39,4.42,2.72,0
0.72,Very Good,F,SI1,63.1,55.0,5.75,5.7,3.61,0
0.35,Premium,E,VS2,61.4,58.0,4.55,4.51,2.78,0
1.51,Very Good,I,VS1,61.1,63.0,7.38,7.32,4.49,1
0.7,Ideal,I,VS2,62.2,55.0,5.73,5.69,3.55,0
1.16,Ideal,G,SI2,61.5,54.0,6.78,6.75,4.16,1
1.0,Very Good,E,SI1,61.2,60.0,6.39,6.42,3.92,1
1.23,Very Good,F,VS1,62.0,59.0,6.84,6.87,4.25,1
0.32,Very Good,D,SI1,63.0,58.0,4.36,4.4,2.76,0
0.33,Premium,E,VVS1,59.7,58.0,4.49,4.52,2.69,0
0.33,Premium,H,VVS2,61.6,58.0,4.42,4.45,2.73,0
1.01,Premium,H,VS2,62.3,58.0,6.45,6.36,3.99,1
0.7,Very Good,G,I1,63.1,56.0,5.6,5.51,3.51,0
0.58,Ideal,G,VS2,61.9,56.0,5.38,5.34,3.32,0
0.92,Good,G,VVS2,58.8,57.0,6.32,6.37,3.73,1
0.9,Premium,I,VS2,61.9,59.0,6.2,6.14,3.82,0
0.32,Ideal,E,VVS1,60.7,55.0,4.42,4.45,2.69,0
0.41,Ideal,E,VS2,62.1,57.0,4.79,4.74,2.96,0
1.1,Ideal,G,VS2,62.0,56.0,6.6,6.68,4.12,1
1.01,Good,I,SI2,64.1,58.0,6.26,6.31,4.03,1
0.32,Very Good,H,VS1,63.0,55.0,4.4,4.42,2.78,0
0.32,Ideal,F,VVS2,62.1,56.0,4.4,4.46,2.75,0
2.0,Ideal,H,SI2,61.5,57.0,8.04,8.0,4.93,1
0.31,Ideal,G,VS2,60.8,56.0,4.4,4.42,2.68,0
0.36,Ideal,I,SI2,61.8,54.0,4.56,4.58,2.84,0
1.09,Premium,I,SI1,61.6,61.0,6.64,6.57,4.07,1
1.5,Premium,F,VS1,62.3,58.0,7.33,7.28,4.55,1
1.54,Premium,G,SI1,61.8,59.0,7.37,7.32,4.54,1
0.7,Very Good,G,VS1,60.5,62.0,5.72,5.76,3.47,0
0.75,Premium,F,SI2,60.9,58.0,5.88,5.91,3.59,0
0.51,Premium,H,SI1,60.6,59.0,5.17,5.13,3.12,0
1.05,Premium,H,SI1,61.3,58.0,6.52,6.47,3.98,1
1.18,Ideal,G,VVS2,62.2,54.0,6.78,6.82,4.23,1
0.3,Premium,F,VS2,61.1,59.0,4.32,4.29,2.63,0
1.22,Ideal,H,SI2,61.0,57.0,6.89,6.95,4.22,1
1.23,Ideal,F,SI2,61.8,57.0,6.74,6.86,4.27,1
1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,1
0.52,Ideal,G,VVS1,60.6,57.0,5.21,5.26,3.17,0
1.77,Premium,E,VS2,61.6,58.0,7.78,7.71,4.77,1
0.7,Ideal,I,SI1,61.3,57.0,5.72,5.75,3.52,0
1.01,Very Good,G,SI2,60.8,63.0,6.4,6.36,3.88,1
0.3,Very Good,D,VS2,62.9,59.0,4.22,4.27,2.67,0
0.32,Ideal,I,VS2,61.5,56.0,4.41,4.4,2.71,0
0.32,Ideal,F,IF,62.2,55.0,4.38,4.4,2.73,0
1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,1
1.2,Premium,H,VS2,62.5,58.0,6.77,6.73,4.23,1
0.33,Premium,F,VVS2,62.3,60.0,4.43,4.4,2.75,0
1.07,Good,F,SI2,61.3,65.0,6.59,6.41,4.0,1
1.56,Ideal,G,VS2,62.3,53.0,7.41,7.49,4.64,1
0.43,Ideal,D,SI2,61.0,57.0,4.86,4.81,2.95,0
0.52,Premium,D,SI1,59.7,60.0,5.26,5.19,3.12,0
0.84,Ideal,D,VVS1,62.0,54.0,6.04,6.08,3.76,1
0.4,Very Good,F,VS1,62.9,58.0,4.67,4.71,2.95,0
1.5,Fair,E,SI2,64.8,55.0,7.26,7.15,4.67,1
1.02,Premium,H,VS1,62.1,59.0,6.43,6.38,3.98,1
0.54,Ideal,F,VS1,60.9,56.0,5.31,5.27,3.22,0
1.53,Very Good,H,SI1,60.4,60.0,7.39,7.44,4.48,1
0.7,Premium,E,SI1,61.1,60.0,5.69,5.56,3.44,0
1.36,Premium,E,SI2,61.1,58.0,7.21,7.13,4.38,1
1.02,Premium,F,SI2,61.5,58.0,6.42,6.49,3.97,1
0.33,Premium,G,VS1,61.6,60.0,4.46,4.41,2.73,0
1.07,Ideal,G,VS1,62.1,57.0,6.48,6.57,4.05,1
1.2,Very Good,G,VS2,63.3,58.0,6.74,6.66,4.24,1
0.72,Very Good,H,VS1,61.8,63.0,5.83,5.76,3.51,0
0.56,Premium,G,VS1,62.4,58.0,5.22,5.3,3.28,0
0.7,Premium,H,SI1,62.9,55.0,6.77,6.74,4.25,1
0.33,Premium,H,VS1,61.9,58.0,4.45,4.43,2.75,0
0.34,Ideal,G,VS2,60.8,56.0,4.53,4.55,2.76,0
1.2,Good,H,VS1,61.7,59.0,6.78,6.74,4.17,1
0.4,Very Good,G,VS1,60.4,57.0,4.76,4.77,2.88,0
0.4,Ideal,I,SI1,61.6,56.0,4.74,4.68,2.9,0
1.21,Premium,I,SI1,61.8,59.0,6.85,6.81,4.22,1
0.42,Very Good,F,VS2,61.7,59.0,4.75,4.82,2.95,0
1.29,Ideal,J,VS2,62.1,59.0,6.92,6.96,4.31,1
0.3,Ideal,I,VS2,61.4,58.0,4.29,4.31,2.64,0
0.4,Very Good,E,VS1,62.7,55.0,4.69,4.72,2.95,0
1.14,Ideal,F,VVS2,61.4,57.0,6.76,6.72,4.14,1
0.7,Very Good,E,SI1,62.6,56.0,5.65,5.69,3.55,0
1.02,Very Good,F,VS1,63.6,60.0,6.25,6.33,4.0,1
0.3,Very Good,G,VVS1,60.6,61.0,4.33,4.35,2.63,0
0.31,Good,E,SI1,63.4,55.0,4.32,4.35,2.75,0
0.3,Premium,F,VS2,62.2,58.0,4.31,4.28,2.67,0
0.63,Ideal,G,SI1,61.7,54.0,5.52,5.56,3.42,0
0.51,Premium,F,VS1,60.7,59.0,5.11,5.13,3.11,0
1.02,Premium,E,I1,60.4,62.0,6.52,6.47,3.92,1
0.32,Ideal,F,IF,61.2,56.0,4.41,4.45,2.71,0
1.23,Premium,H,VS2,61.4,59.0,6.85,6.87,4.21,1
0.71,Ideal,D,VS1,60.9,58.0,5.72,5.78,3.5,1
1.08,Good,G,SI2,63.2,57.0,6.5,6.54,4.12,1
0.93,Ideal,H,SI1,61.6,54.0,6.29,6.33,3.89,1
0.34,Very Good,G,SI1,63.4,57.0,4.4,4.45,2.81,0
0.41,Good,E,SI2,63.8,57.0,4.68,4.75,3.01,0
0.52,Ideal,F,VS2,61.3,56.0,5.14,5.2,3.17,0
0.33,Ideal,H,VS1,61.9,56.0,4.44,4.48,2.76,0
0.33,Ideal,G,VVS1,61.7,56.0,4.45,4.47,2.75,0
1.23,Premium,I,SI1,60.3,58.0,6.95,6.92,4.18,1
0.55,Ideal,D,SI2,61.3,57.0,5.28,5.23,3.22,0
2.16,Ideal,I,VS1,62.7,56.0,8.28,8.2,5.17,1
0.73,Ideal,G,SI1,62.1,56.0,5.74,5.79,3.58,0
0.4,Very Good,F,SI1,62.0,56.0,4.72,4.77,2.94,0
0.67,Very Good,I,IF,61.4,56.0,5.59,5.65,3.45,0
0.51,Ideal,F,VS1,61.3,54.0,5.23,5.12,3.17,0
0.31,Ideal,G,VVS1,62.5,56.0,4.3,4.34,2.69,0
0.55,Ideal,G,IF,61.1,57.0,5.26,5.31,3.23,0
0.38,Ideal,F,IF,62.2,55.0,4.64,4.66,2.89,0
0.59,Very Good,I,SI1,61.7,55.2,5.39,5.41,3.33,0
1.21,Ideal,J,VS1,61.8,56.2,6.78,6.86,4.2,1
0.3,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68,0
2.01,Premium,J,SI1,61.8,59.0,8.03,7.97,4.98,1
1.51,Good,G,VS2,64.2,54.0,7.27,7.18,4.64,1
0.52,Very Good,I,SI1,60.3,61.0,5.14,5.2,3.12,0
0.53,Very Good,G,VS2,62.5,56.0,5.16,5.18,3.23,0
1.75,Premium,F,VS2,61.4,58.0,7.76,7.72,4.75,1
0.23,Very Good,F,VVS2,62.9,57.0,3.9,3.95,2.47,0
0.42,Ideal,I,IF,62.1,54.0,4.82,4.84,3.0,0
1.02,Premium,D,SI2,62.5,59.0,6.38,6.43,4.0,1
0.39,Very Good,F,VS1,63.7,57.0,4.63,4.67,2.96,0
0.41,Ideal,D,SI1,62.7,56.0,4.73,4.78,2.98,0
0.72,Very Good,J,SI2,60.1,58.0,5.79,5.82,3.49,0
0.31,Ideal,E,VS1,61.4,57.0,4.32,4.37,2.67,0
1.53,Ideal,H,VVS2,61.9,57.0,7.39,7.35,4.56,1
1.51,Premium,H,I1,61.9,58.0,7.39,7.34,4.56,1
0.55,Ideal,G,SI2,61.8,55.0,5.27,5.32,3.27,0
0.58,Ideal,H,SI1,60.2,57.0,5.47,5.43,3.28,0
0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,1
1.52,Ideal,D,VS1,61.2,57.0,7.4,7.46,4.55,1
0.3,Ideal,G,IF,61.4,57.0,4.37,4.33,2.67,0
0.51,Premium,E,VS1,61.6,57.0,5.13,5.1,3.15,0
0.9,Very Good,D,SI1,62.8,59.0,6.12,6.18,3.86,1
0.7,Very Good,E,VS2,60.2,62.0,5.71,5.75,3.45,0
0.32,Ideal,E,VVS2,60.4,59.0,4.45,4.49,2.7,0
0.24,Very Good,E,VS2,60.8,56.0,4.02,4.04,2.45,0
0.33,Ideal,F,VVS1,61.9,55.0,4.46,4.47,2.76,0
0.72,Ideal,D,VS1,61.7,56.0,5.77,5.81,3.57,1
0.38,Ideal,I,SI1,61.8,54.0,4.66,4.7,2.89,0
0.42,Ideal,J,VS1,61.4,55.0,4.83,4.85,2.97,0
1.57,Premium,I,VS2,62.2,59.0,7.44,7.42,4.62,1
1.69,Premium,J,I1,60.2,61.0,7.79,7.7,4.66,1
0.31,Premium,I,SI1,61.4,61.0,4.39,4.34,2.68,0
1.05,Very Good,I,SI1,63.5,58.0,6.46,6.43,4.09,1
1.19,Good,J,VS1,63.6,54.0,6.78,6.74,4.3,1
0.71,Good,H,SI1,57.9,62.0,5.82,5.86,3.38,0
1.04,Premium,I,SI2,61.6,56.0,6.56,6.49,4.02,1
0.31,Ideal,G,VS2,61.1,55.0,4.39,4.41,2.69,0
0.91,Very Good,G,VS2,64.0,56.6,6.09,6.15,3.92,1
0.5,Very Good,E,VS1,61.6,59.0,5.06,5.14,3.14,0
1.0,Ideal,E,SI1,62.4,55.0,6.34,6.42,3.98,1
1.12,Premium,G,VS1,58.4,58.0,6.87,6.84,4.0,1
0.61,Very Good,I,SI1,63.4,55.0,5.39,5.43,3.43,0
0.7,Premium,E,VVS2,61.7,59.0,4.56,4.52,2.8,0
2.03,Good,I,SI1,62.7,61.0,8.04,7.93,5.01,1
0.72,Ideal,E,VS2,61.5,56.0,5.71,5.77,3.53,1
1.12,Premium,H,SI2,62.1,56.0,6.7,6.65,4.14,1
2.42,Premium,J,SI2,62.4,58.0,8.58,8.53,5.34,1
0.5,Premium,F,VS1,61.8,60.0,5.1,5.06,3.14,0
0.61,Very Good,E,SI1,62.1,55.0,5.43,5.46,3.38,0
0.49,Ideal,E,VVS2,61.9,56.0,5.05,5.1,3.14,0
0.72,Ideal,G,SI1,60.7,56.0,5.79,5.82,3.53,0
0.48,Ideal,G,VVS2,62.0,57.0,5.01,5.04,3.11,0
2.29,Premium,H,SI2,62.5,58.0,8.43,8.37,5.25,1
